"","ListingKey","Term","LoanOriginationDate","LoanOriginalAmount","MonthlyLoanPayment","ProsperScore","ProsperRisk","LoanOriginalAmount_bins"
"44253","C5A8358737759122054EAED","36",2013-09-04,9000,280.33,10,"Score >= 9","5K-9.9K"
"44255","C5AE35978440282124368DB","36",2013-12-27,15000,522.55,9,"Score >= 9","10K-14.9K"
"44295","8B0C35979787050130C51BB","60",2013-12-27,5000,134.7,2,"1 <= Score <= 2","0K-4.9K"
"44305","15C335916481438482316A6","36",2013-10-23,12000,384.34,9,"Score >= 9","10K-14.9K"
"44332","E38335937498802202372E7","36",2013-12-09,10000,334.01,9,"Score >= 9","5K-9.9K"
"44424","5B133581674884204E1D27F","60",2013-06-24,4000,131.78,2,"1 <= Score <= 2","0K-4.9K"
"44439","E70035949706291553F655E","36",2013-11-19,14000,429.66,11,"Score >= 9","10K-14.9K"
"44482","6B0E3568336508692AD2648","60",2013-01-15,8871,255.1,2,"1 <= Score <= 2","5K-9.9K"
"44489","DC22358371141612948E50F","36",2013-08-01,10000,311.48,10,"Score >= 9","5K-9.9K"
"44527","B65A3589289997423A8D56E","36",2013-09-20,4500,146.26,10,"Score >= 9","0K-4.9K"
"44550","6B6C3592054108948FA53B9","36",2013-11-04,3600,110.48,11,"Score >= 9","0K-4.9K"
"44637","3E203590004192660A6DF13","36",2013-09-19,15000,505.34,9,"Score >= 9","10K-14.9K"
"44688","E1A53590279593212E33843","36",2013-09-27,15000,515.58,9,"Score >= 9","10K-14.9K"
"44728","D4A73586739927844BB3BC6","36",2013-08-21,2000,62.3,10,"Score >= 9","0K-4.9K"
"44851","ABCC35923349557148FC5E0","36",2013-10-18,9495,346.61,11,"Score >= 9","5K-9.9K"
"44882","4D513586559063857DA279B","36",2013-11-20,2350,73.27,11,"Score >= 9","0K-4.9K"
"44900","A0F8357049755825710F94B","36",2013-02-07,10000,326.87,10,"Score >= 9","5K-9.9K"
"44910","5B9F35903192106291A1225","36",2013-10-16,14000,443.18,10,"Score >= 9","10K-14.9K"
"44913","5BD23594374573427179095","36",2013-11-22,10000,352.56,9,"Score >= 9","5K-9.9K"
"44990","36003586201789547587AEF","60",2013-08-02,7500,223.62,2,"1 <= Score <= 2","5K-9.9K"
"44995","50DD35769305147900B37D2","60",2013-05-09,10000,279.55,2,"1 <= Score <= 2","5K-9.9K"
"45031","ABF03568101359170FFB27A","60",2013-01-30,4000,128.48,2,"1 <= Score <= 2","0K-4.9K"
"45092","5267356789366199774779F","36",2013-01-22,10000,321.45,9,"Score >= 9","5K-9.9K"
"45109","172935934619394759E0884","60",2013-10-28,4000,120.45,2,"1 <= Score <= 2","0K-4.9K"
"45122","D4E23572156339528761EB3","36",2013-03-13,10000,324.27,9,"Score >= 9","5K-9.9K"
"45125","AC3535875599367050F6FD2","36",2013-08-21,10000,311.48,10,"Score >= 9","5K-9.9K"
"45168","A27A35910184514899273E8","36",2013-09-25,3500,120.3,9,"Score >= 9","0K-4.9K"
"45187","511935953093607317ACF71","36",2013-11-20,8000,246.98,9,"Score >= 9","5K-9.9K"
"45213","E73B35871658527125B3A88","60",2013-08-28,4000,128.65,2,"1 <= Score <= 2","0K-4.9K"
"45240","E20D3579137321444E8C5DD","60",2013-05-16,2500,71.33,2,"1 <= Score <= 2","0K-4.9K"
"45278","167C35899336768316FF628","60",2013-10-24,10000,309.49,2,"1 <= Score <= 2","5K-9.9K"
"45390","359A3591475955740843BAD","36",2013-10-17,15000,487.54,10,"Score >= 9","10K-14.9K"
"45397","35D73589761450863441D22","60",2013-11-06,4000,120.45,2,"1 <= Score <= 2","0K-4.9K"
"45425","D65E3589945653320EE4D3E","36",2013-09-20,8000,264.15,9,"Score >= 9","5K-9.9K"
"45472","5CE03594672483699FC46A4","36",2013-11-08,15000,501.73,10,"Score >= 9","10K-14.9K"
"45491","35F73574623725225D2C7F6","36",2013-03-26,15000,469.98,9,"Score >= 9","10K-14.9K"
"45585","36133587476721029D85E16","36",2013-08-22,10000,324.27,9,"Score >= 9","5K-9.9K"
"45719","18AF3576583148483283A16","60",2013-04-22,9800,279.6,2,"1 <= Score <= 2","5K-9.9K"
"45898","EB8F359843193063969F02F","36",2013-12-19,3000,99.49,11,"Score >= 9","0K-4.9K"
"45904","1AEA358356571648125434F","60",2013-07-02,4000,130.2,2,"1 <= Score <= 2","0K-4.9K"
"46013","A8803592402605580710303","36",2013-10-25,4700,155.19,9,"Score >= 9","0K-4.9K"
"46018","A8993585570714835145B46","36",2013-08-14,15000,456.6,10,"Score >= 9","10K-14.9K"
"46097","5159359110661880337F53B","36",2013-10-23,7866,249,10,"Score >= 9","5K-9.9K"
"46147","416F359450423920757ECA0","60",2013-11-29,10000,278.18,2,"1 <= Score <= 2","5K-9.9K"
"46177","6A193597025715735E45097","36",2013-12-31,11000,356.96,11,"Score >= 9","10K-14.9K"
"46262","181B358612708816896120A","36",2013-08-08,4000,124.59,10,"Score >= 9","0K-4.9K"
"46278","369E35798241783180049D5","60",2013-06-25,4000,124.76,2,"1 <= Score <= 2","0K-4.9K"
"46337","41DF35929708953160062AD","36",2013-10-16,9000,301.04,10,"Score >= 9","5K-9.9K"
"46358","1B3B35817228943124168A0","36",2013-06-20,10000,307.22,10,"Score >= 9","5K-9.9K"
"46360","1B4235941848559186C51F4","60",2013-11-19,7000,197.74,2,"1 <= Score <= 2","5K-9.9K"
"46434","1B53359385128631492E11D","36",2013-11-29,13000,434.83,9,"Score >= 9","10K-14.9K"
"46461","A5E43576642205449E9DB3F","36",2013-04-16,4000,126.25,10,"Score >= 9","0K-4.9K"
"46521","DD6135767304321380B31A1","60",2013-04-17,3000,79.21,2,"1 <= Score <= 2","0K-4.9K"
"46623","BCD535977271635704B7BEE","36",2013-12-17,15000,470.67,9,"Score >= 9","10K-14.9K"
"46662","A61F35742990320966C655B","60",2013-03-29,8000,246.01,2,"1 <= Score <= 2","5K-9.9K"
"46673","856A3594491070825B905CF","36",2013-11-29,10000,304.45,11,"Score >= 9","5K-9.9K"
"46743","D9AF35733056178490E6DD6","36",2013-03-22,8000,259.42,9,"Score >= 9","5K-9.9K"
"46744","D9B03597376059402478016","36",2013-12-13,11500,351.37,11,"Score >= 9","10K-14.9K"
"46769","1C0F3594118237553D9E573","36",2013-11-06,2250,70.15,11,"Score >= 9","0K-4.9K"
"46770","7EDF3593581771716F563F6","36",2013-10-30,2000,63.31,10,"Score >= 9","0K-4.9K"
"46781","5AA4359115593505059A3B9","36",2013-10-08,12000,404.27,9,"Score >= 9","10K-14.9K"
"46847","569735764996856205F0E6A","36",2013-05-22,15000,463.09,10,"Score >= 9","10K-14.9K"
"46895","EC6635765952703213A6D8E","60",2013-04-10,4000,126.04,2,"1 <= Score <= 2","0K-4.9K"
"46932","85883574702488794D1F0C3","60",2013-03-26,10000,279.55,2,"1 <= Score <= 2","5K-9.9K"
"47016","A33135796386757493C311E","60",2013-05-23,6692,199.53,2,"1 <= Score <= 2","5K-9.9K"
"47110","6CE335893296277797A6B54","60",2013-09-30,8500,255.96,2,"1 <= Score <= 2","5K-9.9K"
"47123","F8AF3588376789392404AC5","36",2013-09-19,10000,343.72,11,"Score >= 9","5K-9.9K"
"47191","A6613567860145984B678F2","36",2013-01-23,5500,216.33,9,"Score >= 9","5K-9.9K"
"47223","1C923576254011965B7719F","60",2013-04-25,4000,127.36,2,"1 <= Score <= 2","0K-4.9K"
"47327","A22835982331815710216FD","36",2013-12-30,12000,368.28,10,"Score >= 9","10K-14.9K"
"47333","ADE335818521218384E0119","60",2013-07-08,8000,246.01,2,"1 <= Score <= 2","5K-9.9K"
"47355","B759359215096148097E988","36",2013-10-16,5000,152.22,11,"Score >= 9","0K-4.9K"
"47440","6E7235759069026792EF90B","60",2013-04-26,4000,115.82,2,"1 <= Score <= 2","0K-4.9K"
"47601","EF9F3594308507491BEE1FE","36",2013-11-27,15000,479.09,10,"Score >= 9","10K-14.9K"
"47639","65743575652801165E27B4C","36",2013-04-12,4000,128.58,10,"Score >= 9","0K-4.9K"
"47669","1AC03568206161950A31DED","36",2013-01-15,10000,324.27,9,"Score >= 9","5K-9.9K"
"47748","526E3591778535814051F6D","36",2013-10-23,15000,501.73,10,"Score >= 9","10K-14.9K"
"47763","33593589869125016F3CF46","36",2013-09-30,13000,405.34,9,"Score >= 9","10K-14.9K"
"47777","937235861894403075B9FC9","36",2013-08-27,10000,304.4,10,"Score >= 9","5K-9.9K"
"47787","7F90357829239728109DB48","60",2013-05-22,3000,93.57,2,"1 <= Score <= 2","0K-4.9K"
"47797","D2E43594096500009F568AD","60",2013-11-13,10000,301.12,2,"1 <= Score <= 2","5K-9.9K"
"47812","44EE35921099041920FCE3B","36",2013-10-22,10000,325.02,10,"Score >= 9","5K-9.9K"
"47815","583A3576439788365B543EC","36",2013-04-10,5000,160.73,9,"Score >= 9","0K-4.9K"
"47828","189535968605354045934B7","36",2013-12-23,15000,475.53,10,"Score >= 9","10K-14.9K"
"47894","DB9835943637957806EA933","36",2013-11-18,5000,155.9,11,"Score >= 9","0K-4.9K"
"47908","586E35841630556518EE7F6","60",2013-07-25,4000,131.78,2,"1 <= Score <= 2","0K-4.9K"
"47919","1BC435933381904820C7CC1","36",2013-11-22,8000,249.44,9,"Score >= 9","5K-9.9K"
"47932","EBB63592797443079EBEAF5","36",2013-12-26,6500,210.93,10,"Score >= 9","5K-9.9K"
"47955","39A23593413221147F593CA","36",2013-11-08,9300,304.43,10,"Score >= 9","5K-9.9K"
"47973","A587359242941804960DEC8","36",2013-11-12,10500,338.31,11,"Score >= 9","10K-14.9K"
"47995","EFB2357205660646390F446","36",2013-03-14,9300,342.74,9,"Score >= 9","5K-9.9K"
"48082","1AB33584266670566004C6B","36",2013-09-06,10000,377.98,9,"Score >= 9","5K-9.9K"
"48109","60F13581485032275F84E40","36",2013-07-02,10000,315.63,9,"Score >= 9","5K-9.9K"
"48147","FC56358289550151708BC2E","60",2013-07-24,3000,93.57,2,"1 <= Score <= 2","0K-4.9K"
"48203","9A6D3584286964582CCC2B6","36",2013-07-18,13000,404.92,10,"Score >= 9","10K-14.9K"
"48250","EAF6357630300037335D839","36",2013-04-11,3500,108.05,9,"Score >= 9","0K-4.9K"
"48328","9859359498770846485DA17","36",2013-11-21,2000,65.47,9,"Score >= 9","0K-4.9K"
"48348","F21F35950778744188C5A28","36",2013-11-14,13000,416.37,10,"Score >= 9","10K-14.9K"
"48364","9A4A359804903648049DE43","36",2013-12-31,6000,188.27,11,"Score >= 9","5K-9.9K"
"48378","1EAF3568037700548705C78","36",2013-02-20,2000,62.66,9,"Score >= 9","0K-4.9K"
"48420","98703577301275573BF87CD","36",2013-05-08,10000,307.22,10,"Score >= 9","5K-9.9K"
"48503","FDCB35966210735834B046A","36",2013-12-24,15000,486.76,10,"Score >= 9","10K-14.9K"
"48540","DE4C35779256223587A1EC4","60",2013-05-22,4000,130.2,2,"1 <= Score <= 2","0K-4.9K"
"48596","F65F357382504209944CC68","36",2013-04-25,2500,81.07,9,"Score >= 9","0K-4.9K"
"48706","E8C03591394955373EE5CBD","36",2013-10-18,8000,243.56,11,"Score >= 9","5K-9.9K"
"48824","66B7358327206438698CB7F","60",2013-07-26,4000,128.65,2,"1 <= Score <= 2","0K-4.9K"
"48845","F2A13585510014145B884B1","36",2013-08-12,9000,280.33,10,"Score >= 9","5K-9.9K"
"48877","AAEF3587806671887B091B3","60",2013-08-30,4000,128.65,2,"1 <= Score <= 2","0K-4.9K"
"48879","AB053593775165131B1372C","36",2013-11-22,2000,64.44,9,"Score >= 9","0K-4.9K"
"48886","FD933594393509541A9527A","36",2013-11-15,15000,467.7,10,"Score >= 9","10K-14.9K"
"48906","39663587497434730106FAC","36",2013-09-13,15000,473.44,10,"Score >= 9","10K-14.9K"
"48949","A3C13597046928337C99277","36",2013-12-31,10000,313.78,9,"Score >= 9","5K-9.9K"
"48971","1B4D359725282745409BAEE","36",2013-12-10,6000,183.32,11,"Score >= 9","5K-9.9K"
"48979","B27B3584038608878F30911","60",2013-07-29,10000,303.68,2,"1 <= Score <= 2","5K-9.9K"
"49110","9024359509624719818FC79","36",2013-12-11,6500,215.55,9,"Score >= 9","5K-9.9K"
"49121","EB683584516867815CA25E2","60",2013-08-07,4000,130.2,2,"1 <= Score <= 2","0K-4.9K"
"49127","E31E3594206114456F7DF51","36",2013-12-11,7000,227.15,10,"Score >= 9","5K-9.9K"
"49182","D23735757931077280D5347","36",2013-04-15,2500,81.07,9,"Score >= 9","0K-4.9K"
"49189","9BA73587072768417614F0C","36",2013-08-27,3000,96.44,9,"Score >= 9","0K-4.9K"
"49195","3D3F3580892959684A150C8","60",2013-06-20,4000,130.2,2,"1 <= Score <= 2","0K-4.9K"
"49239","1D923594706212272E2FD81","60",2013-11-18,10000,269.69,2,"1 <= Score <= 2","5K-9.9K"
"49259","A42635791592525942BA382","36",2013-05-22,5500,176.8,9,"Score >= 9","5K-9.9K"
"49275","9B233580266785130849E22","60",2013-06-07,4500,136.66,2,"1 <= Score <= 2","0K-4.9K"
"49304","996E3592014183818D6E7D5","36",2013-10-17,8000,269.51,9,"Score >= 9","5K-9.9K"
"49454","4A1F358615931050245FE7F","36",2013-08-21,10000,349.55,9,"Score >= 9","5K-9.9K"
"49496","3B9D3572044966654BFEECE","36",2013-02-27,10000,307.22,10,"Score >= 9","5K-9.9K"
"49540","4A293594502122136ECE989","36",2013-11-25,15000,471.36,11,"Score >= 9","10K-14.9K"
"49576","A6543593137116684ED0B73","60",2013-10-31,10000,282.48,2,"1 <= Score <= 2","5K-9.9K"
"49685","B29035697110386299DC038","60",2013-02-05,4000,128.48,2,"1 <= Score <= 2","0K-4.9K"
"49715","701835888871972436DB852","60",2013-10-22,4000,111.04,1,"1 <= Score <= 2","0K-4.9K"
"49804","4629359457034066370A179","36",2013-11-25,5000,158.28,10,"Score >= 9","0K-4.9K"
"49811","E0E3356914044379471CB88","60",2013-02-07,5500,150.44,2,"1 <= Score <= 2","5K-9.9K"
"49814","E1013586646687272A9CE42","60",2013-08-12,4000,126.04,2,"1 <= Score <= 2","0K-4.9K"
"49831","FFF1359057667311889DA5A","36",2013-10-17,15000,521.45,9,"Score >= 9","10K-14.9K"
"49875","A7173575724319208029E3D","36",2013-04-09,4000,123.49,10,"Score >= 9","0K-4.9K"
"49926","EB633572873569528F77FBD","60",2013-03-29,4000,126.04,2,"1 <= Score <= 2","0K-4.9K"
"49947","1C6B35906076352467A7045","36",2013-09-25,13000,441.1,11,"Score >= 9","10K-14.9K"
"49967","F9683598571051372C312C2","36",2013-12-27,2500,76.11,11,"Score >= 9","0K-4.9K"
"49989","38B635953320940890867A7","36",2013-11-18,2500,82.55,11,"Score >= 9","0K-4.9K"
"50013","FAE6359660558236021D6BC","36",2013-12-24,12000,389.41,9,"Score >= 9","10K-14.9K"
"50101","DC7135815192991385CC820","36",2013-06-18,15000,473.44,9,"Score >= 9","10K-14.9K"
